c,time,vx,vy,V_net,dx,dy,dnet,ent,delta_entropy,div,delta_div,curl,delta_curl,theta,delta_theta,percent_contact,delta_area,aruco_vel_y,ee_vel_z,v_norm,updated_vx,updated_vy,updated_vnet,ground_truth
70,0.096046924591065,3.29637638782432,11.6968359243099,12.1524511079219,21.7774345395158,84.314533097383,88.9497565513384,531.67759403452,178.287494321031,0.184443803624022,0.998523286194915,0.051928237464703,0.130550160745956,0.552063086286102,1.71913192978779,0.166419270833333,0.499701493525299,0,0.053051055801428,0,3.29637638782432,11.6968359243099,12.1524511079219,0.053051055801428
71,0.101350069046021,3.25061610096027,5.7941382350913,6.64368443886139,22.5917474523399,98.915761449813,104.176920291917,622.694614152926,91.017020118406,0.175356881350487,-0.089658767468715,0.040709943590103,-0.110688566669902,0.26285548087367,-2.85355114342458,0.171328125,0.04843464057669,0,0.035367370534285,0,3.273496244392295,8.7454870797006,6.64368443886139,0.035367370534285
72,0.100337743759155,3.04513277072402,2.11862580539201,3.7096372996036,24.8165829197194,93.6456883641787,100.879972240393,602.987832755729,-19.7067813971978,0.222556099427656,0.470403422569109,0.091987734916291,0.511051867473439,0.0,-2.61970691213281,0.226744791666667,0.552301303482422,0,0.023578247022857,0,3.19737508650287,6.536533321597737,5.176660869232495,0.023578247022857
73,0.101971387863159,6.0425973415749,5.70070159952104,8.30728483676766,38.8597834314883,79.2170272516247,93.5251421886405,559.025954746636,-43.9618780090927,0.166996845072601,-0.544851409001243,0.038350303789441,-0.5260047180963,0.561976813185131,5.51112253114842,0.18453125,-0.413974376060422,0,0.048408831348571,0,3.9086806502708775,6.327575391078563,6.741972853000078,0.048408831348571
74,0.111284732818604,3.86186556660064,3.16678208165737,4.99424813232201,30.0110558287972,87.3625610719733,97.3872942524048,582.111118738878,23.0851639922422,0.2512073744574,0.756712329282974,0.103357978923653,0.584156276316681,0.0,-5.04990036774555,0.258072916666667,0.660842370772828,0,0.062225887565714,0,3.8993176335368314,5.695416729194324,5.868110492661044,0.062225887565714
75,0.092841148376465,1.07187628345376,4.03808990396127,4.17792877386686,34.243714567292,97.3726015029167,108.275605809642,647.193604810767,65.0824860718888,0.227648667255849,-0.253752862965702,0.069968240240243,-0.359643749213624,1.00694150964978,10.8458536678876,0.289088541666667,0.334071966389662,0,0.077387258377143,0,3.4280774085229857,4.163667525124597,5.023019633263952,0.077387258377143
76,0.108426809310913,0.027930870707807,16.00798750721,16.0080118742001,35.6046434359884,137.70746231136,147.395450043864,881.023864362425,233.830259551658,0.264027058170298,0.335511034085072,0.085244869732164,0.140893470803104,1.07980601447652,0.672015577049762,0.3050390625,0.147108643468382,0,0.051591505584762,0,2.9423421888351027,6.206437379548338,10.515515753732029,0.051591505584762
77,0.093804836273193,1.92244393923793,18.0907411844637,18.1926003447216,39.4369105621817,183.296130096209,192.455008610597,1150.35745914513,269.333594782701,0.35524924675134,0.972467862055322,0.115672911908385,0.324376049094142,1.16339060013704,0.891047721858342,0.365703125,0.646705062448214,0,0.034394337056508,0,2.7460661247513323,9.400860455362675,14.354058049226817,0.034394337056508
78,0.099527359008789,0.085605302932537,2.55573402972201,2.55716731923613,38.3952684986732,176.85568034131,185.650341773504,1109.68406067366,-40.6733984714638,0.357136458908801,0.018961742542518,0.136765613760082,0.211928680332351,0.588839924670991,-5.77279133283659,0.394921875,0.293575056054885,0,0.257369558037672,0,2.293921725033085,8.77186694140287,8.455612684231472,0.257369558037672
79,0.102253198623657,1.80105523599257,1.77181226681389,2.52648345965859,36.7437222646836,172.390713428939,180.63558994388,1079.70948524112,-29.9745754325456,0.335400001691193,-0.212574838833246,0.108896970757825,-0.272545439921423,0.736877413495205,1.44775411250523,0.377786458333333,-0.16757829483392,0,1.18214303869178,0,2.116196362928592,8.492872978434173,5.491048071945031,1.18214303869178
