c,time,vx,vy,V_net,dx,dy,dnet,ent,delta_entropy,div,delta_div,curl,delta_curl,theta,delta_theta,percent_contact,delta_area,aruco_vel_y,ee_vel_z,v_norm,updated_vx,updated_vy,updated_vnet,ground_truth
71,0.101892471313477,4.6937988086473,23.9651020815971,24.420439493126,18.0011863326021,14.7367438934474,25.9762427492522,155.267274273066,-228.472760803655,0.124665104332645,0.646352135157341,0.022856057471409,0.137280308775716,0.249365149766525,2.44733635912454,0.132838541666667,0.544129586991383,0,0.001337175202864,0,4.6937988086473,23.9651020815971,24.420439493126,0.001337175202864
72,0.099990367889404,6.17423680789581,19.613511750966,20.5623695950943,28.6055752937563,51.3292226348644,63.8465548596385,381.628730547154,226.361456274088,0.15814209148773,0.334802120061331,0.00883788984146,-0.140195180054281,0.619096095976537,3.69766562534261,0.153203125,0.203665450614782,0,0.000891450135242,0,5.434017808271555,21.78930691628155,20.5623695950943,0.000891450135242
73,0.100258350372314,1.49065651639845,12.7882274849729,12.8748133600956,34.706958846482,83.3496552758781,94.6122093739526,565.523659608898,183.894929061744,0.182229213315966,0.240250530143252,0.025300356481708,0.164200453918445,0.729915032550585,1.10533373192872,0.199505208333333,0.461827699751574,0,0.033840966756828,0,4.1195640443138535,18.78894710584533,16.71859147759495,0.033840966756828
74,0.101560115814209,3.33818745732267,4.76341500289668,5.81666725797923,31.7159891089924,95.3059302189802,104.13122343539,622.42147124984,56.8978116409419,0.19981428235168,0.173149359812496,0.011381323566631,-0.137052156779151,1.3900207303266,6.49965483481328,0.170247395833333,-0.288083685858761,0,0.022560644504552,0,3.924219897566058,15.28256408010817,11.26762936778709,0.022560644504552
75,0.100353240966797,0.261577590040977,1.33329400260313,1.35871105573964,31.2879977242832,91.9460293324203,100.70259319656,601.927588558177,-20.4938826916627,0.180938839749731,-0.188090015031935,0.019147374504663,0.077387146276641,0.927530515195705,-4.60862260825159,0.156796875,-0.13403175327226,0,0.015040429669702,0,3.1916914360610416,12.492710064607165,6.313170211763365,0.015040429669702
76,0.1027991771698,6.30594383122306,4.49901015069979,7.74635526803669,35.5328153017628,103.331065776381,114.629483950097,685.17251305607,83.2449244978934,0.179209968382087,-0.016817949474332,0.020756568515692,0.015653763535195,0.608050315544395,-3.10780891877767,0.188828125,0.31159052904764,0,0.042453619779801,0,3.710733501921378,8.5994916784277,7.029762739900027,0.042453619779801
77,0.101426362991333,6.55857709520196,2.76368460265447,7.11708410071549,30.6664691542253,96.3190497134945,104.486858433915,624.547201186615,-60.6253118694549,0.167157504575668,-0.118829695268172,0.022764020231003,0.019792208417084,1.04393448141068,4.29754309442738,0.157890625,-0.305024247025831,0,0.291219079853201,0,4.1175683009614605,5.229526248765393,7.073423420307758,0.291219079853201
78,0.101643085479736,1.62475964735062,1.18270635677533,2.00963634471904,32.1758917094557,99.2994697325683,108.25033576764,647.042558696042,22.4953575094262,0.16946109740237,0.02266354682003,0.034690861989496,0.11734041427609,0.555047791135585,-4.80983716666653,0.1583984375,0.004996035860218,0,1.04680271990213,0,3.679134135061935,2.90842202312588,4.541529882513399,1.04680271990213
79,0.100345373153687,1.54100371891537,2.01562847612504,2.53721315925114,33.1364854087045,104.378853492403,112.916316987747,674.932434566411,27.8898758703696,0.166376071389443,-0.030744078336352,0.037217309381519,0.025177517533904,0.302091522225361,-2.52085632810197,0.169934895833333,0.114967516396241,0,2.49167181326809,0,3.017243693779015,2.358864717771552,3.53937152088227,2.49167181326809
80,0.103888273239136,4.35546684059873,38.5620090437009,38.8071982096882,40.848191652821,201.55511628253,209.518114097497,1252.34841700453,577.415982438121,0.109449533584748,-0.547959226097231,0.129826677941808,0.891432359715099,1.06910637059476,7.38307437841267,0.344518229166667,1.68049124208146,0,4.58091787551206,0,3.4265023115219124,9.804607725991104,21.17328486528524,4.58091787551206
