c,time,vx,vy,V_net,dx,dy,dnet,ent,delta_entropy,div,delta_div,curl,delta_curl,theta,delta_theta,percent_contact,delta_area,aruco_vel_y,ee_vel_z,v_norm,updated_vx,updated_vy,updated_vnet,ground_truth
109,0.092265367507935,9.02174645338872,13.8887771894986,16.5617040454408,59.6917875508727,62.6526027000809,88.874875604926,531.230009656877,243.627324834492,0.098970031773077,0.50159135511415,0.048053510473637,0.41154706971292,0.62516013603277,3.31199482987737,0.125299479166667,0.493791951020141,0,0.012096662482761,0,9.02174645338872,13.8887771894986,16.5617040454408,0.012096662482761
110,0.10821270942688,3.3877143754068,27.1086322425102,27.3194903090999,54.670366895235,130.942113526964,145.050765413819,857.141664100032,325.911654443155,0.243038790823756,1.33134785935682,0.094525212540906,0.429447726735555,0.931462705746856,2.83056002697222,0.238229166666667,1.04358987126468,0,0.008064441655174,0,6.20473041439776,20.4987047160044,27.3194903090999,0.008064441655174
111,0.094041585922241,0.659371591135746,5.58220201312592,5.62100971450361,52.4753935065613,116.874964453887,131.506782447406,786.052850526949,-71.0888135730829,0.195948136365703,-0.500742878762064,0.06192522555126,-0.346655010865102,0.701452587734542,-2.44583410367514,0.192291666666667,-0.488480702973083,0,0.008064441655174,0,4.356277473310422,15.52653714837824,16.470250011801756,0.008064441655174
112,0.103327751159668,0.680999384489103,0.435829883864219,0.808522015373506,53.6452102378312,115.776673146549,131.030058129495,783.203335832459,-2.84951469448993,0.18381163316902,-0.117456376050699,0.066106019367555,0.040461480767494,0.887185937790821,1.79751662038278,0.1731640625,-0.185115846923927,0,0.037636294436783,0,3.4374579511050927,11.753860332249737,8.63938601358763,0.037636294436783
113,0.099497795104981,0.90608876312096,8.02504052130301,8.07603072153699,52.4411371391043,135.999775260233,148.678369166626,888.692231078385,105.488895245926,0.221100259481146,0.374768368211408,0.074667808872254,0.086050042572957,0.66948381979964,-2.18800947057654,0.2080859375,0.350981395750065,0,0.025090862957855,0,2.9311841135082664,11.00809637006039,8.35770836756231,0.025090862957855
114,0.102167129516602,1.34848066332647,3.38751986766727,3.64605141944074,55.0124016835799,144.536325326754,157.830311201796,943.395950466239,54.7037193878546,0.192098650650991,-0.28386437954531,0.062705575490075,-0.117084951283032,0.824446752067189,1.51675918664592,0.228815104166667,0.202894676250039,0,0.016727241971904,0,2.667400205144634,8.907844905694123,6.001879893501525,0.016727241971904
115,0.098675727844238,1.37399506537455,1.6346724806955,2.13541952759096,57.7176309556823,148.655699978107,162.822187958511,973.233795184739,29.8378447184994,0.184380149722452,-0.078220866439643,0.053378802219603,-0.094519427160391,0.0,-8.35511194169853,0.1948046875,-0.344668515851769,0,0.011151494647936,0,2.482628042320336,3.813052953331184,4.068649710546243,0.011151494647936
116,0.10239839553833,2.07363193640018,3.61308814165204,4.16585589369164,54.3913910565668,157.76068209507,169.903793287063,1015.56253254124,42.3287373565039,0.194508165971692,0.098907958430351,0.037796404709636,-0.152174235036082,0.868373013538102,8.48033808511238,0.26109375,0.647364269249575,0,0.00743432976529,0,1.4900402541791151,3.419230179036408,4.117252802118942,0.00743432976529
117,0.102316856384277,1.38417214500788,4.69190095034375,4.8918163349468,57.2934710489876,169.584272489936,182.33969449681,1089.89539517289,74.3328626316492,0.193901224673926,-0.005931977576469,0.013633381773397,-0.236158769826625,0.506162129259567,-3.54009004066895,0.174986979166667,-0.841569745946232,0,0.004956219843527,0,1.2038199355506989,4.270444392332314,4.50453456853287,0.004956219843527
118,0.10447096824646,0.245753312412927,0.5918140728708,0.640810882718022,58.4327788717513,171.075643953571,184.224137362318,1101.15923767988,11.2638425069833,0.193079049842708,-0.007869888113586,0.020470787698039,0.065447904230311,0.73804234970479,2.21956610853064,0.24390625,0.659697827924254,0,0.003304146562351,0,1.1447316100188671,2.7837991026458724,2.5726727256254462,0.003304146562351
119,0.09867262840271,2.89195242768731,3.06015064532066,4.21045256665634,51.9985571310547,163.364064327363,174.49437083002,1043.00169952603,-58.1575381538489,0.170212326847984,-0.2317433250222,0.014413067263851,-0.061392105716139,0.544138759789383,-1.9651203485128,0.214205729166667,-0.30100060487005,0,0.103549431041568,0,1.460582044761468,2.71832525817655,3.391562646140893,0.103549431041568
120,0.102526187896729,0.401288398875013,0.978669235299379,1.05774564579257,54.4554777657632,165.830310800317,177.492406358108,1060.92179709801,17.9200975719832,0.185868130667868,0.152700535746565,0.01101129773983,-0.033179518265591,1.38126763594302,8.16502489097572,0.298984375,0.826897474416276,0,0.231592954027712,0,1.388467707012047,2.5871246090973257,2.224654145966732,0.231592954027712
121,0.099977493286133,0.222609408882307,1.63434650280941,1.64943731016619,54.658481283943,169.948863987397,181.680636597532,1085.95602162311,25.034224525102,0.18668294784484,0.008150006068268,0.006302314936354,-0.047100428793498,0.937776178678957,-4.43591295087592,0.266328125,-0.326636015033291,0,0.521145302685141,0,1.2276289563771667,2.1913762813288,1.9370457280664608,0.521145302685141
