c,time,vx,vy,V_net,dx,dy,dnet,ent,delta_entropy,div,delta_div,curl,delta_curl,theta,delta_theta,percent_contact,delta_area,aruco_vel_y,ee_vel_z,v_norm,updated_vx,updated_vy,updated_vnet,ground_truth
107,0.082530498504639,5.52901170670122,11.2976983824229,12.5780745423551,24.265369892422,60.7150813522913,67.443038063015,403.125917393901,162.407465097496,0.100204058948766,0.692336767527849,0.056190359142523,0.111108917151951,0.490854689644009,1.29421428371164,0.114036458333333,0.389849567731113,0,3.95722893304047e-05,0,5.52901170670122,11.2976983824229,12.5780745423551,3.95722893304047e-05
108,0.079692125320435,3.33199594757465,10.4036875489549,10.9242350583889,24.850174419754,86.9323739756575,92.8014512986656,554.700251719169,151.574334325268,0.093097654595621,-0.089173231665876,0.074795379375164,0.233461212859256,0.717276021738472,2.84120082359511,0.122994791666667,0.112411775910264,0,0.041853048192887,0,4.430503827137935,10.8506929656889,10.9242350583889,0.041853048192887
109,0.100550889968872,7.74402813511934,5.29327607182444,9.38023151793542,38.0977771306704,100.271429676655,110.033787001272,657.702745949371,103.002494230202,0.124176971118947,0.309090417130547,0.092695598773225,0.178021491441827,0.457070534226214,-2.58779895029086,0.138723958333333,0.156429909984248,0,0.027902032128591,0,5.535011929798404,8.99822066773408,10.15223328816216,0.027902032128591
110,0.13925838470459,8.67174488607699,0.35851793210096,8.67915286631364,46.4866234197191,101.17489486555,115.03574597002,687.600854871434,29.8981089220636,0.151747374756349,0.197980205614819,0.088424635132065,-0.030669346411136,1.07581634472271,4.4431494147304,0.129752604166667,-0.064422362687157,0,0.018601354752394,0,6.31919516886805,6.8382949838258,9.4156930772379,0.018601354752394
111,0.076828002929688,15.8123706894189,4.19711875358511,16.3599166456095,37.6839875972504,111.751634124584,121.289752111215,724.982800220648,37.3819453492141,0.158941087531335,0.09363399412542,0.093573047077728,0.067012179795626,0.957530076423491,-1.53962440501645,0.148020833333333,0.237780867262496,0,0.012400903168263,0,8.21783027297822,6.310059737777662,12.8878048614237,0.012400903168263
112,0.088018655776978,10.8801325135364,0.741964752760249,10.9054021111764,41.7328644776818,109.881882947628,120.89675467838,722.633744555377,-2.34905566527118,0.156610801337799,-0.026474912312238,0.107365061800856,0.156694221257756,0.778977995612966,-2.02857086641884,0.1444140625,-0.040977345103659,0,0.008267268778842,0,8.661547313071251,4.198913011845132,11.89660348630005,0.008267268778842
113,0.101860046386719,10.9507702015766,1.66515323938955,11.0766467542478,60.6944499751145,114.07806911089,134.409792672228,803.404955261495,80.7712107061183,0.163222123735926,0.06490594332764,0.107646446547156,0.002762464344769,2.83309773281862,20.1660985840026,0.139127604166667,-0.051899233515592,0,0.005511512519228,0,8.9885791542863,2.451206149932062,11.486625120273924,0.005511512519228
114,0.178683519363403,10.8249971130628,0.930494750560284,10.8649152310839,42.7552007204806,116.422915882302,127.212051901405,760.382043857495,-43.0229114040004,0.158176946739831,-0.028235267662453,0.108681621427346,0.005793342798923,0.329627414085456,-14.0106391885065,0.154283854166667,0.084821756667863,0,0.022327675012819,0,9.74514849805224,1.5786498856792306,11.175770175678911,0.022327675012819
115,0.078782796859741,0.719870559221514,0.966934125615748,1.20547717743398,47.2959333372103,118.859589878853,131.606097938427,786.646487017522,26.2644431600272,0.173362420584474,0.192751139207184,0.096678729462926,-0.152354225070086,1.09586634184924,9.72596757548396,0.1555078125,0.015535857853744,0,0.057195116675212,0,9.371987728287506,1.7003331243821882,6.190623676556447,0.057195116675212
116,0.079454183578491,0.904043963315669,0.686591757815974,1.13521087446709,46.2269823683451,120.58980110855,132.751076340608,793.490343433721,6.84385641619826,0.179244681312774,0.074033366946483,0.105460541534548,0.110526742282187,1.03118768180578,-0.814037186343585,0.160013020833333,0.056701964961766,0,0.038130077783475,0,8.394847132315553,0.9982277252283612,3.662917275511768,0.038130077783475
