c,time,vx,vy,V_net,ent,delta_entropy,div,delta_div,curl,delta_curl,theta,delta_theta,area,delta_area
564,0.10101366,0.118658115,0.014520085,0.119543219,241.6988012,1.437297268,0.253906612,0.022510772,0.025470245,0.106220422,0.253469848,-0.112165546,0.136666667,0.035705773
565,0.102535009,0.048249693,0.083990736,0.096863185,235.6074865,-6.091314705,0.248126326,-0.056373782,0.023940111,-0.014923035,0.278903759,0.248050992,0.137929688,0.012317947
566,0.101935387,0.564359593,0.019013466,0.564679787,243.3483601,7.740873615,0.260855883,0.124878686,0.014689106,-0.090753613,0,-2.736083791,0.134205729,-0.036532537
567,0.103861809,0.250057738,0.159218092,0.296444385,237.3965259,-5.95183425,0.248918145,-0.114938665,0.023116462,0.081140077,0.203197807,1.956424689,0.128398438,-0.055913639
568,0.104345798,0.06891766,0.036871121,0.078160881,240.6529459,3.256420059,0.254551025,0.053982811,0.026621237,0.033588087,0.334187584,1.255343091,0.135286458,0.066011482
569,0.103901148,0.459131119,0.216748706,0.50772176,238.1400231,-2.512922802,0.251724442,-0.027204537,0.015759623,-0.104537962,0.246552864,-0.843443237,0.133789063,-0.014411735
570,0.107784033,0.223510064,0.430155382,0.484758086,238.0202022,-0.119820952,0.236693623,-0.139453111,0.024335839,0.079568517,0.320261959,0.68385913,0.130598958,-0.029597187
571,0.103536606,0.125226851,0.167538527,0.209167211,244.1157016,6.095499413,0.249934064,0.127881732,0.014403706,-0.095928707,0.342242321,0.212295562,0.136901042,0.060868166
572,0.107506514,0.16098051,0.438313989,0.466940979,238.8542546,-5.261447009,0.25641705,0.060303194,0.027083156,0.117941223,0.186215461,-1.451324706,0.130859375,-0.056198145
573,0.104191065,0.059571937,0.231421076,0.238965541,237.7679536,-1.086300931,0.25177551,-0.044548355,0.024674969,-0.023113184,0.279019328,0.890708491,0.129153646,-0.016371166
574,0.103524446,0.244288981,0.120684239,0.27247347,242.8739016,5.10594795,0.260913541,0.088269312,0.023293578,-0.013343614,0.175066791,-1.004135158,0.136835938,0.074207513
575,0.103503227,0.194435643,0.276273494,0.337834668,239.9136164,-2.960285229,0.254199419,-0.064868723,0.019873129,-0.033046786,0.205560209,0.294613212,0.132369792,-0.043149822
576,0.105454206,0.144057463,0.184701105,0.234237168,239.8248106,-0.088805742,0.249056251,-0.048771579,0.022003646,0.020203244,0.351275687,1.381789141,0.133658854,0.012223908
577,0.10632062,0.020522563,0.153633087,0.154997745,240.1042441,0.279433534,0.252539077,0.032757769,0.023762987,0.016547503,0.424680363,0.69040866,0.131653646,-0.018860014
578,0.104892254,0.200719356,0.181780129,0.270799326,239.9582809,-0.145963205,0.252009291,-0.005050766,0.028996668,0.049895785,0.301730467,-1.1721542,0.136328125,0.044564579
579,0.110575676,0.304991619,0.17153557,0.349920476,236.8531724,-3.105108556,0.244148616,-0.071088648,0.026130265,-0.025922554,0.345532325,0.396125613,0.129466146,-0.062056859
580,0.106015682,0.39900408,0.264033236,0.478453556,236.2252437,-0.627928654,0.250096724,0.05610593,0.024751696,-0.013003438,0.201801099,-1.355754383,0.132421875,0.027880113
581,0.110075474,0.018788204,0.039471178,0.043714649,238.1499393,1.924695548,0.251259546,0.010563858,0.022642975,-0.019157047,0.21727362,0.140562838,0.12953125,-0.026260391
582,0.107461691,0.041559123,0.063663573,0.076027701,239.1912989,1.041359575,0.249277036,-0.018448525,0.034983848,0.114839742,0.311597194,0.877741392,0.142643229,0.122015381
583,0.108812571,0.306944772,0.00084746,0.306945942,243.0673403,3.876041428,0.257402611,0.074674966,0.026121891,-0.081442398,0.216709615,-0.872027738,0.138815104,-0.035180908
584,0.105597734,0.036792035,0.005090286,0.037142493,240.5047949,-2.562545426,0.256865145,-0.005089754,0.01831624,-0.073918733,0.206003371,-0.101387061,0.130664063,-0.077189551
585,0.106746197,0.090806479,0.026848463,0.094692431,237.7734432,-2.73135161,0.249139236,-0.072376431,0.035995943,0.165623723,0.277514385,0.669916278,0.135364583,0.044034551
586,0.105475664,0.30557046,0.071479016,0.313819304,240.6053515,2.831908248,0.25951017,0.098325372,0.028655796,-0.069590907,0.317823529,0.382165344,0.145703125,0.098018266
587,0.107354879,0.081937882,0.164186261,0.183496444,239.8038129,-0.801538591,0.246121837,-0.124710988,0.029638799,0.009156579,0.294156549,-0.220455563,0.136276042,-0.087812342
588,0.104084015,0.14378248,0.100591426,0.175476598,241.8143976,2.010584709,0.25754144,0.109715247,0.019994729,-0.092656591,0.191067726,-0.990438568,0.126210938,-0.096701729
589,0.106752872,0.117921516,0.263863872,0.289014925,246.7365428,4.922145212,0.258511424,0.009086259,0.017016917,-0.027894446,0.208583791,0.164080501,0.137447917,0.105261609
590,0.109834433,0.442310558,0.15705834,0.469367608,236.7308357,-10.00570712,0.249445092,-0.082545443,0.028841786,0.107660854,0.22355905,0.136343938,0.12421875,-0.120446442
591,0.104077578,0.429237688,0.016157187,0.429541671,244.52514,7.794304274,0.259591276,0.097486736,0.014899618,-0.133959382,0.365858454,1.36724362,0.137447917,0.12710871
592,0.100945234,0.045830238,0.129148732,0.137039431,240.1749014,-4.350238583,0.257638132,-0.019348545,0.022573522,0.076020473,0.293417646,-0.717624838,0.131471354,-0.05920599
593,0.105648279,0.25082263,0.06438918,0.258955514,239.4281049,-0.746796484,0.255780268,-0.017585369,0.038403548,0.149837043,0.225481835,-0.64303756,0.125924479,-0.052503221
594,0.107038021,0.280573042,0.050663449,0.285110535,237.4988168,-1.929288118,0.247741773,-0.075099442,0.031193262,-0.067361915,0.303976152,0.733331173,0.131601563,0.053038007
595,0.108211994,0.445915669,0.066313491,0.450819546,239.4583039,1.959487119,0.251748563,0.037027228,0.035972948,0.044169645,0.202461131,-0.938112469,0.128632813,-0.027434574
596,0.10485673,0.361136131,0.251780869,0.440241878,241.0961761,1.637872176,0.259768857,0.076488115,0.018812805,-0.163653234,0.17825464,-0.230853005,0.129830729,0.011424318
597,0.104840279,0.031049715,0.242878562,0.244855224,236.340486,-4.7556901,0.253179097,-0.062855227,0.035624153,0.160352001,0.273411308,0.907634633,0.134609375,0.045580247
598,0.109291553,0.103753977,0.300643886,0.318043447,242.7416426,6.401156624,0.254962685,0.016319538,0.019628953,-0.146353491,0.291433595,0.164901004,0.133138021,-0.013462652
599,0.1054492,0.183721384,0.235101342,0.298372566,238.5929165,-4.148726157,0.257562341,0.024653165,0.022266276,0.025010368,0.215717065,-0.718037978,0.136601563,0.032845595
600,0.105330706,0.014012546,0.396117531,0.396365298,236.8319216,-1.760994897,0.254320529,-0.030777465,0.017250386,-0.0476204,0.197538603,-0.172584636,0.123359375,-0.125720106
601,0.104101658,0.019620961,0.123645384,0.125192504,234.7824668,-2.049454805,0.253803134,-0.004970096,0.027347622,0.096993999,0.247097481,0.476062333,0.128151042,0.046028726
602,0.10296607,0.256595294,0.251754908,0.359474169,241.2354217,6.452954915,0.247915603,-0.057179334,0.021882659,-0.053075376,0.19260718,-0.52920638,0.131875,0.036166849
603,0.103940964,0.097539451,0.309755368,0.324749646,236.1581839,-5.077237746,0.263151945,0.146586507,0.029459687,0.072897416,0.329403975,1.316100889,0.123645833,-0.079171545
604,0.104156971,0.109050184,0.001774928,0.109064628,236.8407353,0.682551344,0.257923672,-0.050196098,0.029287215,-0.001655883,0,-3.162572527,0.129388021,0.055130131
605,0.10445261,0.570278414,0.171244308,0.595434365,234.77805,-2.062685227,0.249186969,-0.083642743,0.024094863,-0.04971012,0.215341881,2.061622792,0.136354167,0.066691927
606,0.105076313,0.051574205,0.121327454,0.131834175,230.9206794,-3.857370663,0.249216729,0.000283225,0.02455296,0.00435966,0.326411951,1.057041941,0.128671875,-0.073111546
607,0.107006311,0.268714216,0.063054187,0.276012971,236.6846919,5.764012547,0.247602057,-0.01508951,0.02935922,0.044915669,0,-3.050399056,0.130533854,0.017400648
608,0.101352453,0.393759036,0.096800142,0.405482979,239.796049,3.111357105,0.263367807,0.155553716,0.016848875,-0.123434066,0.344119356,3.395274065,0.135820313,0.052159155
609,0.102178097,0.516065667,0.142025698,0.535252344,239.2970231,-0.499025967,0.255202062,-0.07991679,0.031797792,0.146302566,0.217858488,-1.235694062,0.136953125,0.011086647
610,0.105816364,0.304108626,0.093728793,0.318224988,238.9569966,-0.34002645,0.256818579,0.015276625,0.024096595,-0.072778892,0,-2.058835511,0.130533854,-0.060664254
611,0.10279727,0.220221655,0.153180247,0.268256902,239.9390559,0.982059314,0.255826947,-0.009646481,0.030583308,0.063101999,0.282744358,2.750504547,0.135651042,0.049779411
612,0.103034735,0.146999324,0.008650419,0.147253628,242.071362,2.13230611,0.254972868,-0.008289227,0.032500183,0.018604163,0.263075746,-0.190893023,0.136380208,0.007076901
613,0.105088711,0.346040224,0.260220862,0.432965049,236.5248249,-5.54653718,0.248961768,-0.057200254,0.02376316,-0.083139499,0.243779721,-0.183616535,0.130807292,-0.053030593
614,0.104982138,0.415803728,0.155214051,0.443828955,237.4936341,0.968809255,0.245416724,-0.033768063,0.018768847,-0.047572975,0.207441136,-0.346140644,0.133710938,0.027658475
615,0.104059458,0.153507866,0.404326506,0.432486518,234.0833554,-3.410278759,0.249645786,0.040640818,0.026511566,0.074406682,0.148014925,-0.571079387,0.125143229,-0.082334739
616,0.104947567,0.119160169,0.192992852,0.226815755,236.9123218,2.828966421,0.257942891,0.079059535,0.026389754,-0.001160702,0.239037916,0.867318734,0.123515625,-0.015508737
617,0.109261274,0.01630076,0.159855507,0.160684467,239.9816269,3.069305158,0.261085235,0.028759903,0.026473341,0.000765024,0.187780529,-0.469126749,0.131510417,0.07317132
618,0.104486465,0.352203759,0.002369402,0.352211729,234.4647314,-5.516895514,0.24677334,-0.136973671,0.022925315,-0.0339568,0.197205744,0.090205126,0.136783854,0.050470053
619,0.121650457,0.184641853,0.078012355,0.200445856,234.7392655,0.27453408,0.251843392,0.041677206,0.033126411,0.083855793,0.230752054,0.27575983,0.133971354,-0.023119519
620,0.106191158,0.021503605,0.010707628,0.024022039,241.8634784,7.124212863,0.260066426,0.077436154,0.021875765,-0.105947108,0.203809394,-0.253718484,0.128710938,-0.049537238
621,0.107239723,0.27862612,0.190136866,0.337319644,242.6169145,0.753436092,0.25866202,-0.01309595,0.027493276,0.052382747,0.254967223,0.477041782,0.13109375,0.022219495
622,0.108662128,0.152568606,0.217246708,0.265468099,238.3925199,-4.224394554,0.251956824,-0.061706842,0.030119425,0.024168023,0.221832866,-0.304930131,0.130872396,-0.002037087
623,0.105340242,0.373384885,0.111486668,0.389673645,240.3302237,1.937703823,0.25530513,0.031785636,0.020446182,-0.091828557,0.326814005,0.996591016,0.132460938,0.015080103
624,0.102731228,0.093305959,0.18410028,0.206395046,245.2526954,4.922471717,0.260840825,0.05388522,0.022249952,0.017558148,0.16115113,-1.612585365,0.129622396,-0.027630758
625,0.103528976,0.109033475,0.076269246,0.133061251,243.660234,-1.592461427,0.262360767,0.014681325,0.025462051,0.031026086,0.202534813,0.399730432,0.135768229,0.059363412
626,0.102380991,0.098030929,0.015449849,0.099240923,244.1488118,0.488577756,0.261158859,-0.011739566,0.019764156,-0.055653834,0.284158578,0.797255078,0.131380208,-0.042859722
627,0.109333038,0.016982287,0.167873049,0.168729839,241.7823466,-2.366465128,0.260011151,-0.01049736,0.025577981,0.05317537,0.217024954,-0.614028706,0.132552083,0.010718398
628,0.102793455,0.064874864,0.157369185,0.170216944,243.9074933,2.125146662,0.261313821,0.012672699,0.026485604,0.008829579,0.214876789,-0.020897877,0.133828125,0.012413647
629,0.106716871,0.538560448,0.196258865,0.573205808,248.3976366,4.490143346,0.263010611,0.015899918,0.020431334,-0.056732076,0.32723423,1.052855472,0.136419271,0.024280564
630,0.104080677,0.592490806,0.060302707,0.595551653,241.6012545,-6.79638219,0.260140764,-0.027573291,0.014583131,-0.056189137,0.22789029,-0.954489757,0.127942708,-0.081442231
631,0.104029179,0.367373475,0.123171424,0.387471896,238.8819456,-2.719308856,0.250786869,-0.089916075,0.013983154,-0.005767395,0.208451927,-0.186854911,0.122981771,-0.047687943
632,0.110335112,0.086370949,0.169331935,0.190087466,247.5532043,8.671258748,0.261940412,0.101087887,0.021192822,0.065343375,0.434755485,2.051056592,0.135520833,0.11364526
633,0.105510235,0.30623487,0.1987106,0.365055747,243.9469903,-3.606214052,0.259873527,-0.01958943,0.027685056,0.061531795,0.241625054,-1.830442627,0.128893229,-0.062814799
634,0.103750944,0.153562892,0.194494998,0.247810141,239.2342497,-4.712740559,0.253456815,-0.061847261,0.018345752,-0.090016576,0.196125449,-0.438546421,0.12640625,-0.023970665
635,0.103561163,0.131873621,0.33873353,0.363498359,241.9183675,2.684117787,0.262570764,0.088005477,0.028187529,0.095033477,0.253646712,0.555432766,0.128138021,0.016722203
636,0.103913784,0.206581124,0.010957874,0.206871544,240.6159052,-1.302462349,0.263613725,0.010036792,0.024163717,-0.038722602,0.179077269,-0.717608768,0.13890625,0.103626571
637,0.102822542,0.400681537,0.137973439,0.423771595,239.8017867,-0.814118497,0.247315592,-0.158507393,0.028797796,0.045068707,0.26608811,0.846223398,0.129791667,-0.088643824
638,0.104912758,0.127615556,0.157859602,0.202991093,245.4965179,5.694731248,0.261829611,0.138343696,0.015547804,-0.126295337,0.247600489,-0.176219003,0.137460938,0.073101413
639,0.103964329,0.218782221,0.373074833,0.432493342,240.6496428,-4.846875176,0.254509328,-0.070411486,0.022135433,0.063364318,0.244769818,-0.027227326,0.138098958,0.006136921
640,0.105318308,0.24452565,0.377140876,0.449475287,245.7294552,5.079812411,0.260644527,0.05825387,0.022106785,-0.00027201,0.195528016,-0.467552161,0.127395833,-0.101626443
641,0.104243279,0.08050587,0.123547724,0.147462657,242.547085,-3.182370187,0.253465933,-0.068863854,0.022981206,0.008388275,0.194316153,-0.011625333,0.133554688,0.059081547
642,0.102002382,0.055220608,0.096000626,0.110749428,246.5081608,3.961075857,0.259930704,0.063378628,0.01627584,-0.065737347,0.209843146,0.152221866,0.1328125,-0.007276178
643,0.101846933,0.165952745,0.134783673,0.213791843,249.5664994,3.058338534,0.262053844,0.020846379,0.02953216,0.130159239,0.465792677,2.513080394,0.139479167,0.065457706
644,0.10560441,0.02614286,0.242335907,0.243741955,244.5781183,-4.988381017,0.265311626,0.030848914,0.022233247,-0.069115605,0.338014366,-1.209971354,0.133007813,-0.061279204
645,0.125118256,0.294763986,0.08583994,0.307008636,250.8408519,6.262733595,0.264907437,-0.003230453,0.021366053,-0.006930996,0.37362274,0.284597745,0.134414063,0.011239367
646,0.108280897,0.50143206,0.023603734,0.501987298,248.8970099,-1.943842057,0.261985749,-0.026982488,0.027184573,0.053735427,0.330194618,-0.401069098,0.129713542,-0.043410435
647,0.109550238,0.599837629,0.144521419,0.617002124,252.6497689,3.752758997,0.26413622,0.019630003,0.02022926,-0.06348971,0.232779048,-0.889231938,0.133567708,0.035181728
648,0.104692459,0.272365742,0.367823144,0.457686533,248.3668798,-4.282889072,0.261703056,-0.023241066,0.034045152,0.131966443,0.219475786,-0.127069911,0.128190104,-0.051365726
649,0.105495453,0.334785375,0.110795711,0.352642789,250.1500542,1.783174414,0.267379151,0.053804171,0.029021161,-0.047622814,0,-2.080428873,0.137929688,0.092322305
650,0.107426405,0.399175715,0.069082065,0.405109347,259.1613692,9.011314933,0.273225795,0.054424645,0.014033029,-0.139520007,0.418312714,3.893946874,0.1403125,0.022180883
651,0.108106613,0.785334873,0.169217922,0.803358929,256.0404952,-3.120873984,0.275523579,0.02125479,0.019879553,0.054081094,0.220721868,-1.8277406,0.135963542,-0.040228421
652,0.105835199,0.236666914,0.188532276,0.302581637,256.5578912,0.517396032,0.26364347,-0.11225102,0.032753405,0.12164055,0.356837356,1.286107923,0.139765625,0.035924563
653,0.105303526,0.087161114,0.020173694,0.089465288,251.9494141,-4.608477124,0.267401988,0.035692231,0.022823785,-0.094295222,0.31340417,-0.412457095,0.133203125,-0.062319851
654,0.107732296,0.311531338,0.289833677,0.425505975,258.2207744,6.271360295,0.275216708,0.072538326,0.021503226,-0.012257784,0.426332547,1.048231415,0.143984375,0.100074448
655,0.104312181,0.006603043,0.213807503,0.21390944,254.4742819,-3.746492465,0.270244054,-0.04767088,0.03573445,0.136429162,0.225143856,-1.928717124,0.134296875,-0.092870266
656,0.111967564,0.371678084,0.166054182,0.407085482,258.8720599,4.397777953,0.273333396,0.027591397,0.03002046,-0.051032542,0.357590947,1.182905893,0.136979167,0.023955971
657,0.116375208,0.140618822,0.143522891,0.200929025,259.5425732,0.670513324,0.276154069,0.024237745,0.032099071,0.017861283,0.526685335,1.4530104,0.138893229,0.016447339
658,0.100365877,0.360933868,0.018062147,0.361385526,257.2003172,-2.342255968,0.273644716,-0.025002047,0.025296803,-0.067774704,0.276128844,-2.496431032,0.130533854,-0.083289015
659,0.100631237,0.344081989,0.108875087,0.360896384,254.0801128,-3.120204454,0.262129095,-0.114433862,0.024516752,-0.007751577,0.207236318,-0.684603791,0.133268229,0.027172229
660,0.100274086,0.220874785,0.038531179,0.224210442,261.1759073,7.095794512,0.280064316,0.17886197,0.028005451,0.034791624,0.123060387,-0.839458469,0.133671875,0.004025425
661,0.101378202,0.168648048,0.12588018,0.210447105,256.1852429,-4.990664393,0.274251937,-0.057333612,0.030225602,0.021899689,0.360151101,2.338675453,0.135065104,0.013742887
662,0.105349541,0.279943499,0.133859008,0.310300817,260.8375888,4.652345955,0.276365957,0.020066717,0.025743172,-0.04254817,0.381827412,0.205756107,0.136523438,0.013842807
663,0.103644848,0.473880628,0.1598932,0.500128668,257.1182819,-3.719306948,0.271196937,-0.049872424,0.02622875,0.004685023,0.220681324,-1.554791115,0.130195313,-0.061055857
664,0.101676941,0.217550111,0.447783985,0.497833856,253.6513847,-3.466897188,0.269477455,-0.016911229,0.024034067,-0.021584864,0.339945568,1.172972389,0.144921875,0.144836797
665,0.100649595,0.257979676,0.102962069,0.27776735,260.8276203,7.176235602,0.282119376,0.125603301,0.018573763,-0.054250628,0.260750566,-0.786838753,0.132278646,-0.125616294
666,0.101021767,0.472313573,0.082397786,0.479447084,257.1539489,-3.673671423,0.275721334,-0.063333307,0.028378201,0.09705272,0.409034894,1.467845325,0.137825521,0.054907721
667,0.106620073,0.055513101,0.210667676,0.217859069,263.3069136,6.152964764,0.279190131,0.032534187,0.033988277,0.052617453,0.475406013,0.622501156,0.134231771,-0.03370613
668,0.114150286,0.278431844,0.346499939,0.44450703,262.0150866,-1.291827073,0.278835426,-0.003107349,0.032487398,-0.013148273,0.166002658,-2.710491287,0.142591146,0.07323131
669,0.110695124,0.12331973,0.259180292,0.28702296,256.5563963,-5.458690302,0.270992568,-0.070850984,0.034440838,0.017647026,0.393009974,2.0507436,0.139179688,-0.030818506
670,0.108355284,0.378709165,0.08483141,0.38809406,254.3033905,-2.253005726,0.269128804,-0.017200491,0.036961242,0.023260556,0,-3.627049468,0.139101563,-0.000721008
671,0.105706692,0.626954333,0.0874657,0.633026053,262.6926607,8.389270126,0.277332871,0.077611616,0.027144626,-0.092866551,0.170757997,1.615394396,0.142799479,0.034982806
672,0.107533455,0.750698176,0.06180581,0.753238149,258.4770841,-4.215576621,0.270850586,-0.060281568,0.026541014,-0.00561325,0.286384285,1.075258739,0.137786458,-0.046618244
673,0.104327679,0.508616941,0.198458339,0.545964198,258.0555134,-0.421570701,0.273592375,0.026280556,0.024101871,-0.023379634,0.363830591,0.742337099,0.133867188,-0.037566932
674,0.10637641,0.463284819,0.090550436,0.472051062,257.9153409,-0.140172443,0.268010017,-0.05247741,0.031315464,0.067811964,0.430513506,0.626858108,0.128489583,-0.050552601
675,0.110067368,0.402739239,0.033014151,0.404090124,259.7400783,1.824737432,0.271391874,0.030725338,0.023526668,-0.070763903,0,-3.911363698,0.134804688,0.0573749
676,0.106485128,0.355392531,0.136268244,0.380621709,262.1937098,2.453631466,0.277959795,0.061679232,0.025939592,0.022659731,0.355978047,3.342983682,0.145390625,0.099412356
677,0.102679968,0.071603442,0.029684482,0.077512717,261.7534536,-0.440256183,0.276943977,-0.009893047,0.034598805,0.084332056,0.556335208,1.951277993,0.144713542,-0.006594113
678,0.104034662,0.013225665,0.163169519,0.163704643,260.1763148,-1.577138784,0.274290541,-0.025505303,0.027898081,-0.064408567,0.214946651,-3.281488588,0.140260417,-0.042804243
679,0.104012489,0.388985676,0.210039845,0.442070801,262.3541134,2.177798528,0.283401812,0.08759785,0.031273586,0.032452882,0.344768106,1.248133325,0.135846354,-0.042437812
680,0.103751659,0.31985015,0.158397452,0.356922781,257.9366708,-4.417442525,0.276733153,-0.064275198,0.02387409,-0.071319309,0.298658435,-0.444423451,0.139075521,0.031124
681,0.106623173,0.347474455,0.126331607,0.369727159,254.5277708,-3.408900055,0.265401706,-0.106275649,0.03398727,0.094849744,0.555242013,2.406452285,0.126757813,-0.115525622
682,0.105110884,0.569086774,0.15620484,0.59013533,256.3283241,1.800553341,0.265566711,0.001569817,0.034459731,0.004494873,0.35686114,-1.887348535,0.136263021,0.090430296
683,0.108547688,0.115739825,0.038089396,0.121846252,260.9048708,4.576546683,0.275684414,0.093209753,0.022839704,-0.107049966,0.305017206,-0.477614363,0.139414063,0.0290291
684,0.105313063,0.016789577,0.131346655,0.132415383,261.8211767,0.916305887,0.274846687,-0.007954639,0.0319404,0.08641564,0.312861062,0.074481326,0.138489583,-0.00877839
685,0.10832262,0.018026767,0.101323531,0.102914636,258.2933064,-3.527870314,0.26976566,-0.046906422,0.028680442,-0.030094892,0.356801376,0.405643008,0.146276042,0.071882108
686,0.10550952,0.157577872,0.232883919,0.281186247,260.8093363,2.516029895,0.277373899,0.072109496,0.022703671,-0.056646746,0.346806349,-0.094731042,0.139335938,-0.065777043
687,0.103510857,0.363273147,0.055218231,0.367445822,256.6901836,-4.11915272,0.274444187,-0.028303426,0.026057933,0.032404925,0.203348002,-1.385925606,0.139023438,-0.003019007
688,0.106225729,0.535938768,0.259123575,0.595294373,258.025982,1.335798458,0.273186137,-0.011843177,0.025651337,-0.003827661,0.366257717,1.533618234,0.135143229,-0.036527952
689,0.106595516,0.170907731,0.049762309,0.178004887,258.1571047,0.131122699,0.275646994,0.023085935,0.030031519,0.04109162,0.353802219,-0.11684824,0.142903646,0.072802468
690,0.109525681,0.21908329,0.459528891,0.509081811,257.3519903,-0.805114393,0.27003413,-0.05124701,0.034219044,0.038233272,0.461841632,0.986429966,0.131757813,-0.101764566
691,0.103467941,0.024824006,0.016578148,0.029850733,261.7526588,4.400668481,0.273495368,0.033452274,0.028301637,-0.057190729,0.352268404,-1.059006556,0.13734375,0.053987133
692,0.10832119,0.118760508,0.158083615,0.19772326,259.9253923,-1.827266555,0.275073614,0.014570051,0.028366995,0.000603367,0.191218276,-1.486783226,0.138020833,0.006250701
693,0.104674101,0.109326831,0.062530188,0.125945943,259.0006486,-0.924743613,0.270749952,-0.041305933,0.035174736,0.06503749,0.322045859,1.249856292,0.136744792,-0.012190615
694,0.104304075,0.421430386,0.063406785,0.426173663,256.9830562,-2.017592471,0.271777209,0.009848675,0.025122366,-0.096375619,0.420215656,0.941188507,0.136822917,0.000749012
695,0.106174707,0.474390452,0.132395817,0.492518988,263.3062271,6.323170897,0.271291774,-0.004572041,0.027273341,0.020258826,0.806563361,3.638792271,0.132044271,-0.045007384
696,0.106612444,0.393319756,0.257614198,0.470176036,254.0794647,-9.22676239,0.26687721,-0.041407587,0.028939977,0.015632661,0.319406596,-4.56941748,0.138411458,0.059722742
697,0.105609179,0.337166296,0.20872547,0.396544365,257.2408891,3.161424381,0.277902433,0.104396446,0.029846063,0.008579617,0.24057887,-0.746409801,0.135611979,-0.026507915
698,0.105107546,0.415122698,0.133081783,0.43593304,256.4046067,-0.836282335,0.272779878,-0.048736313,0.022985175,-0.065274935,0.170496489,-0.666768312,0.1340625,-0.014741845
699,0.107520103,0.242366948,0.034107763,0.244755137,254.5771596,-1.827447145,0.269803438,-0.027682641,0.027123363,0.038487577,0.194735967,0.225441357,0.134361979,0.002785332
700,0.105365515,0.273785912,0.25936459,0.377132226,257.2691084,2.691948876,0.276606314,0.064564545,0.027450171,0.003101658,0.302056873,1.018558174,0.134479167,0.0011122
701,0.107604265,0.147136114,0.018933274,0.148349267,257.9340669,0.664958498,0.273103195,-0.032555586,0.023303206,-0.038539044,0.274428069,-0.256763096,0.139440104,0.04610354
702,0.109046698,0.099383604,0.156693635,0.185553216,251.2124152,-6.721651796,0.272139692,-0.008835686,0.032970163,0.088649706,0.22126854,-0.487493255,0.134296875,-0.047165382
703,0.103979349,0.074995421,0.104001135,0.128220705,250.2189264,-0.99348871,0.270334185,-0.017364092,0.030024228,-0.028331924,0.18659562,-0.33345967,0.136861979,0.024669362
704,0.10218358,0.078860237,0.199554917,0.214571904,249.5616314,-0.657295084,0.270757563,0.004143302,0.027201871,-0.027620457,0.321857856,1.323717915,0.129596354,-0.071103645
705,0.108042002,0.038144943,0.082620203,0.09100074,251.3452126,1.783581258,0.268891064,-0.01727568,0.031891222,0.043403032,0.321750155,-0.00099685,0.132903646,0.030611166
706,0.105115175,0.216374228,0.057249464,0.223819811,249.6242559,-1.720956685,0.261350003,-0.071740931,0.019621857,-0.116723054,0,-3.060929631,0.137526042,0.043974581
707,0.106684208,0.290281651,0.085739203,0.302679117,250.4199166,0.795660714,0.267503534,0.057679863,0.032259516,0.11845857,0.304738467,2.856453384,0.132513021,-0.046989343
708,0.101721764,0.26175049,0.108616675,0.28339178,251.5153567,1.095440039,0.275367959,0.077313107,0.029059703,-0.031456521,0.333562969,0.283366126,0.131289063,-0.012032414
709,0.103196859,0.132881062,0.526000354,0.542525344,254.2638163,2.748459615,0.27187548,-0.033842882,0.025807204,-0.031517427,0.232396966,-0.980320557,0.125013021,-0.060816208
710,0.104079485,0.247610971,0.483852276,0.543529408,252.6654773,-1.598339014,0.272748079,0.008383962,0.03105065,0.050379244,0.187513173,-0.43124534,0.135690104,0.102585859
711,0.103800058,0.592076336,0.297276535,0.662516208,251.5413109,-1.124166408,0.262456333,-0.099149707,0.029535746,-0.014594435,0.320746879,1.283560996,0.121666667,-0.135100478
712,0.102231026,0.184407162,0.024439255,0.186019565,250.7872919,-0.754018959,0.275199674,0.124652384,0.026306366,-0.031589044,0.143051851,-1.738171241,0.130729167,0.088647257
713,0.104890585,0.06722611,0.168346817,0.181273276,248.0057249,-2.781567004,0.269926337,-0.050274652,0.0288171,0.023936695,0,-1.363819744,0.130963542,0.002234471
714,0.104227304,0.05665645,0.157197267,0.167095583,250.0763137,2.07058881,0.273007049,0.029557635,0.020874866,-0.07620109,0.222381348,2.133618917,0.141601563,0.102065585
715,0.102194071,0.144184053,0.126135876,0.191570615,252.8497968,2.773483044,0.270748537,-0.022100224,0.02660704,0.056091064,0.267070135,0.437293341,0.1353125,-0.061540385
716,0.104807615,0.240767898,0.352471398,0.42685509,252.6421159,-0.207680829,0.27350778,0.026326736,0.019814011,-0.06481427,0.248934546,-0.173036938,0.137252604,0.018511099
717,0.103134394,0.084896968,0.225322229,0.240785386,248.8898131,-3.752302796,0.271792965,-0.016626994,0.033181528,0.129612596,0.226817256,-0.21445116,0.135885417,-0.013256368
718,0.104356289,0.13335545,0.319747282,0.346441915,249.7096695,0.819856365,0.26975586,-0.019520672,0.032783868,-0.003810591,0.232083472,0.050463812,0.130260417,-0.053901878
719,0.102807999,0.185213131,0.284377113,0.339373314,246.6867795,-3.022890022,0.268401644,-0.01317228,0.025955473,-0.066418915,0.095583702,-1.327715471,0.139466146,0.089542927
720,0.109947205,0.096709728,0.465165065,0.475111891,257.745402,11.05862251,0.271913919,0.031945105,0.018707557,-0.065921785,0.361672596,2.420151522,0.135546875,-0.035646844
