c,time,vx,vy,V_net,ent,delta_entropy,div,delta_div,curl,delta_curl,theta,delta_theta,area,delta_area
196,0.114812374,0.099427694,0.231064171,0.25154824,182.7370067,-4.572261561,0.17782323,-0.069850592,0.031124844,-0.025762668,0.237118978,-0.776195681,0.128815104,0.033115623
197,0.1138165,0.231782483,0.215363143,0.316392798,184.8832422,2.14623552,0.189102466,0.099100188,0.033812183,0.023611156,0.157753422,-0.697311515,0.12703125,-0.015673072
198,0.111549377,0.086271095,0.022733502,0.089216108,184.2481184,-0.635123775,0.186036846,-0.027482182,0.030568091,-0.029082115,0.254614081,0.868320925,0.1309375,0.035018125
199,0.11417079,0.067587327,0.318729295,0.325816528,185.9050024,1.656884025,0.183773416,-0.019824951,0.033186345,0.022932785,0.340627167,0.753372092,0.128411458,-0.022125113
200,0.112537622,0.127751292,0.02394166,0.129975366,183.7936362,-2.111366233,0.183507544,-0.002362517,0.028424646,-0.042312065,0.213424264,-1.130314472,0.128619792,0.001851233
201,0.114092112,0.003760927,0.014631949,0.015107564,186.2190941,2.425457932,0.187208263,0.032436246,0.031218017,0.024483469,0.129410979,-0.736363663,0.130950521,0.020428487
202,0.111829042,0.002169968,0.236814634,0.236824576,179.8851411,-6.333953061,0.181998711,-0.046584966,0.02994343,-0.011397631,0.17109749,0.372769992,0.125729167,-0.046690502
203,0.114701509,0.516256761,0.188781955,0.549690522,186.9546347,7.069493629,0.181363302,-0.005539677,0.03711668,0.062538409,0.249956118,0.687511681,0.139726563,0.122033231
204,0.114293337,0.374049794,0.136521044,0.398184937,189.0776848,2.123050046,0.193164045,0.10324962,0.041908324,0.041924087,0.163136047,-0.759624949,0.118867188,-0.182507358
205,0.111828327,0.03726123,0.042663845,0.056644531,186.433343,-2.644341753,0.187627245,-0.049511609,0.029945992,-0.106970501,0.254633545,0.818196073,0.125664063,0.060779546
206,0.111623287,0.026236478,0.309224468,0.310335503,188.4989335,2.065590513,0.188419761,0.007099913,0.036895451,0.062258152,0.151388615,-0.924940779,0.129088542,0.030678896
207,0.115469217,0.309259574,0.014575139,0.309602841,184.3197066,-4.179226954,0.180830853,-0.065722348,0.039879796,0.025845367,0.143007587,-0.072582358,0.128567708,-0.004510582
208,0.110238075,0.272489484,0.36480108,0.455335423,182.9433816,-1.376325005,0.178235335,-0.023544656,0.037711868,-0.019665868,0.16768934,0.223894989,0.128723958,0.001417387
209,0.113367796,0.079014619,0.199316713,0.214407234,186.1704857,3.227104174,0.188253271,0.08836668,0.030554426,-0.063134702,0.16118638,-0.057361618,0.128671875,-0.000459419
210,0.108538628,0.304186726,0.086756226,0.316316624,187.0653785,0.894892735,0.178907156,-0.08610865,0.03073226,0.001638436,0.183380783,0.204483917,0.125872396,-0.025792469
211,0.114771128,0.164932202,0.244329462,0.294787241,185.0982714,-1.967107102,0.18155369,0.023059233,0.03553583,0.041853471,0.126009309,-0.499877243,0.132838542,0.060695978
212,0.115383387,0.468891449,0.037861792,0.470417587,188.9418898,3.843618442,0.194988762,0.116438532,0.026906446,-0.074788788,0.244600649,1.027802561,0.129479167,-0.029114893
213,0.115715027,0.034851208,0.023934115,0.042278228,184.5549609,-4.386928943,0.181971715,-0.11249228,0.0262311,-0.005836292,0.176110202,-0.591888956,0.130833333,0.0117026
214,0.121952772,0.247716579,0.089834762,0.263502919,186.8996058,2.344644949,0.180424531,-0.012686749,0.028600059,0.019425217,0.265524201,0.733185452,0.123515625,-0.060004444
215,0.114403009,0.475286173,0.210670736,0.519883742,188.0827858,1.183179951,0.180249369,-0.001531093,0.036563227,0.069606282,0.255686252,-0.085993795,0.128411458,0.04279462
216,0.121507168,0.400915841,0.190542443,0.443891804,190.6960625,2.613276785,0.189745103,0.078149581,0.031782568,-0.039344668,0.261098803,0.044545116,0.128841146,0.003536314
217,0.113762379,0.345599153,0.479524527,0.591085904,187.7447199,-2.951342685,0.186913956,-0.024886504,0.040680859,0.078218224,0.243623642,-0.153611069,0.115273438,-0.119263578
218,0.113852501,0.033647058,0.097930482,0.103549523,185.4031559,-2.341563952,0.191292047,0.038454064,0.026226686,-0.126955255,0.167433544,-0.669200039,0.126979167,0.102814862
219,0.115530491,0.009094441,0.177260004,0.177493148,181.7785651,-3.624590804,0.182372906,-0.077201623,0.027692682,0.012689258,0.210817011,0.375515301,0.126979167,0
220,0.114992142,0.06551766,0.185895508,0.197103281,194.4477749,12.66920982,0.19484574,0.108466842,0.033972886,0.054614202,0.162932597,-0.416414667,0.130546875,0.031025671
221,0.11639595,0.078166148,0.165902498,0.183394617,190.2191159,-4.228659068,0.190429738,-0.03793948,0.036435006,0.021152969,0.283399148,1.034972017,0.121875,-0.074503236
222,0.116042852,0.136481334,0.210188732,0.250612166,191.5752447,1.356128894,0.188652169,-0.015318215,0.032682116,-0.032340554,0.242329097,-0.353921421,0.120221354,-0.014250303
223,0.111508608,0.092390401,0.388252919,0.399094369,190.4178395,-1.157405212,0.192004141,0.030060213,0.029579682,-0.027822373,0.16289041,-0.712399597,0.119401042,-0.007356495
224,0.114411592,0.076237232,0.038705055,0.08549969,189.0299056,-1.387933969,0.193568818,0.013675857,0.027081685,-0.021833425,0.195359877,0.28379526,0.127070313,0.067032288
225,0.11350584,0.361414293,0.123388353,0.381896552,190.7330824,1.70317686,0.189863415,-0.032645042,0.03164891,0.040237803,0.207519401,0.107126858,0.132617188,0.048868631
226,0.112200022,0.011850646,0.176822964,0.177219633,191.5341831,0.801100657,0.193343393,0.03101584,0.031862335,0.001902183,0.248965347,0.369393382,0.141809896,0.081931431
227,0.115871191,0.022045656,0.229260597,0.230318111,192.9506405,1.416457408,0.191472549,-0.016145891,0.038197367,0.054673055,0.231594461,-0.149915486,0.128085938,-0.118441506
228,0.113079071,0.557777456,0.461899029,0.724200527,190.5996674,-2.350973058,0.190106663,-0.012079037,0.030443688,-0.068568653,0.181192132,-0.445726416,0.123033854,-0.044677439
229,0.111292601,0.584652115,0.089729037,0.591497587,190.3573776,-0.24228979,0.188043172,-0.018541129,0.018683705,-0.105667244,0.170500997,-0.096063299,0.12203125,-0.009008723
230,0.115827799,0.417687384,0.144727465,0.442050664,190.4687434,0.111365755,0.182047223,-0.051766063,0.029998499,0.097686341,0.163682828,-0.058864711,0.135729167,0.118261046
231,0.114699125,0.191059225,0.126967167,0.229399845,195.7221727,5.253429324,0.194852189,0.11163961,0.021406497,-0.074909045,0.211554695,0.417369072,0.116484375,-0.167784991
232,0.111284971,0.065850238,0.180214128,0.191868147,189.8660973,-5.856075394,0.187547673,-0.065637937,0.039380325,0.161511727,0.129810786,-0.734545807,0.137083333,0.18510099
233,0.114191771,0.043479334,0.160470849,0.166256867,185.359353,-4.506744333,0.184306555,-0.028383113,0.034986381,-0.038478642,0.228044368,0.860250973,0.126757813,-0.090422635
234,0.117145061,0.103659103,0.027989529,0.107371427,188.9300526,3.570699602,0.192267152,0.067955037,0.034001749,-0.008405237,0.260176425,0.274292888,0.130833333,0.034790377
235,0.113041878,0.247878754,0.251723962,0.353282932,187.8903511,-1.039701476,0.189700074,-0.022709093,0.037830677,0.033871768,0.188838676,-0.631073638,0.1275,-0.029487597
236,0.112369299,0.089782303,0.220554622,0.238128543,191.3752466,3.484895528,0.190666338,0.00859901,0.029583006,-0.073397905,0.195549728,0.059723182,0.123710938,-0.033719731
237,0.113582611,0.068237304,0.076232764,0.102312091,187.7870207,-3.588225916,0.188417862,-0.019795951,0.037399259,0.068815576,0.228432934,0.289509157,0.123177083,-0.00470014
238,0.111678839,0.286665257,0.163684874,0.330105601,192.0029498,4.215929031,0.196668301,0.073876476,0.031518777,-0.052655287,0.247196594,0.168014459,0.123567708,0.003497753
239,0.117363691,0.53407091,0.222596831,0.578602701,188.412679,-3.590270792,0.188176664,-0.072353186,0.033069019,0.013208872,0.208707438,-0.327947728,0.128164063,0.03916334
240,0.116559744,0.115531231,0.197267504,0.228608691,188.7871825,0.37450348,0.188309989,0.001143834,0.035480336,0.020687385,0.278019807,0.59465101,0.124934896,-0.027703962
241,0.112581968,0.0024982,0.337743066,0.337752305,187.9837903,-0.803392193,0.195218665,0.061365742,0.039817182,0.038521681,0.281496815,0.03088423,0.125859375,0.00821161
242,0.109712601,0.219448632,0.280589111,0.356213351,190.1799377,2.19614743,0.19143417,-0.034494629,0.035042005,-0.043524418,0.173551456,-0.983892082,0.1271875,0.012105492
243,0.126845837,0.480342439,0.07977587,0.486922014,190.7402439,0.560306183,0.196025029,0.036192429,0.031380926,-0.028862435,0.146766336,-0.21116278,0.124114583,-0.024225601
244,0.123207808,0.025711089,0.080629709,0.084629841,188.113547,-2.626696847,0.201472623,0.044214679,0.046637527,0.123828207,0.262532847,0.93960369,0.121783854,-0.018917057
245,0.121714592,0.115416298,0.513222187,0.526039861,192.3153464,4.201799421,0.190825909,-0.087472783,0.031464477,-0.1246609,0.17506283,-0.718648565,0.127578125,0.047605392
246,0.115421057,0.309092842,0.484640365,0.574817073,187.7305787,-4.584767793,0.191510905,0.005934764,0.030733885,-0.0063298,0.137243371,-0.32766516,0.121171875,-0.055503304
247,0.119285822,0.26500949,0.017071931,0.265558808,187.7571832,0.026604525,0.188716515,-0.023426007,0.029180016,-0.013026433,0.184192736,0.393587138,0.133125,0.100205748
248,0.110877752,0.044696758,0.173458066,0.179124261,192.5287063,4.771523163,0.193337262,0.041674248,0.043005015,0.124686863,0,-1.661223574,0.132682292,-0.003992761
249,0.113935471,0.005542434,0.205519894,0.205594615,191.6757057,-0.853000621,0.18748274,-0.051384538,0.027111978,-0.13949156,0.213833955,1.876798802,0.125716146,-0.061141151
250,0.111393452,0.217199989,0.085762957,0.233518992,190.617862,-1.057843745,0.193904706,0.057651196,0.029709621,0.023319524,0.261785667,0.430471558,0.130598958,0.043833928
251,0.117470503,0.274423121,0.111137162,0.296073502,192.6044822,1.986620234,0.187699778,-0.052821159,0.032104725,0.020388982,0.186239952,-0.643103704,0.131822917,0.010419282
252,0.114462614,0.205396794,0.060732939,0.214187611,185.6853566,-6.919125631,0.183391709,-0.037637341,0.033825542,0.015033877,0.179822691,-0.056064254,0.120546875,-0.098512879
253,0.118788481,0.1393002,0.072518647,0.157046171,188.9044994,3.219142793,0.182602807,-0.006641235,0.033396978,-0.003607784,0.270750015,0.765455734,0.125533854,0.04198201
254,0.114750624,0.086438722,0.246625702,0.261334823,188.4836653,-0.420834048,0.191553254,0.077999115,0.031417455,-0.017250654,0.273236071,0.02166486,0.120221354,-0.046296045
255,0.112549067,0.357985236,0.309674542,0.473341052,192.1193696,3.635704277,0.192745075,0.010589346,0.025986416,-0.048254854,0.188650217,-0.751546471,0.129453125,0.08202441
256,0.115202665,0.233432286,0.160282205,0.283162528,193.9581983,1.838828737,0.196205508,0.030037783,0.028613956,0.022807977,0.23017205,0.360424237,0.139023438,0.083073707
257,0.117512465,0.025987445,0.249589494,0.250938763,192.9119175,-1.046280871,0.197062344,0.007291448,0.027236422,-0.01172245,0.154547998,-0.643540685,0.122265625,-0.142604553
258,0.112670183,0.109658511,0.066216856,0.1281002,195.0854769,2.173559393,0.200455129,0.030112536,0.038776948,0.102427511,0.245785331,0.809773538,0.129101563,0.060672108
259,0.108363152,0.009613409,0.060821824,0.061576878,186.6209136,-8.464563298,0.191347112,-0.084050871,0.035509116,-0.03015631,0.154663067,-0.840897138,0.125846354,-0.030039809
260,0.113998413,0.25184303,0.181557734,0.310464366,187.5064737,0.885560159,0.189951689,-0.012240716,0.0297887,-0.050179787,0.153710551,-0.008355521,0.125585938,-0.002284389
261,0.109390736,0.009189953,0.305886204,0.306024223,187.0065039,-0.499969792,0.184817553,-0.046933927,0.034695318,0.044854056,0.194767856,0.375327082,0.120390625,-0.047493167
262,0.112329006,0.259802147,0.279093631,0.381300945,192.7682399,5.761735967,0.190110225,0.047117589,0.027368135,-0.06522966,0.241224884,0.413579976,0.115638021,-0.042309679
263,0.112651825,0.03794657,0.227198533,0.230345644,186.9296966,-5.83854334,0.178945314,-0.099109894,0.026085255,-0.011388004,0.213084847,-0.249796547,0.126627604,0.097553531
264,0.123894453,0.270357525,0.273214353,0.384368669,192.7445769,5.814880375,0.195525069,0.133821607,0.036145501,0.081200127,0.172617279,-0.326629379,0.123515625,-0.025117986
265,0.123731375,0.131417285,0.293512803,0.321590218,190.0755157,-2.669061179,0.180122743,-0.124481973,0.024314703,-0.095616795,0.154209768,-0.148769953,0.124505208,0.007997837
266,0.129856825,0.157287104,0.133729348,0.206452832,192.0674574,1.99194164,0.193598312,0.103772507,0.037162113,0.098935193,0.272220385,0.908774851,0.128971354,0.034392846
267,0.124065638,0.049652913,0.347830566,0.351356677,191.6033395,-0.46411793,0.190808805,-0.022484116,0.032541834,-0.037240604,0.375931108,0.835934312,0.129934896,0.007766386
268,0.127959967,0.057174854,0.187973256,0.19647623,189.0026607,-2.60067872,0.182047915,-0.06846587,0.029964631,-0.020140695,0.199995379,-1.374927906,0.13296875,0.023709401
269,0.113359928,0.007897476,0.12722839,0.127473265,195.471383,6.468722284,0.193000269,0.096615743,0.032506533,0.022423279,0.281693081,0.720692962,0.124830729,-0.07178922
270,0.103992701,0.147946338,0.187189079,0.238595621,192.875353,-2.59603001,0.194803018,0.01733534,0.02657956,-0.056994122,0.167129963,-1.101645767,0.129726563,0.047078625
271,0.109078646,0.322410512,0.197887686,0.378296279,195.5687592,2.693406166,0.197931175,0.028677999,0.028742715,0.019831149,0.248262231,0.743796071,0.126445313,-0.030081507
272,0.113044024,0.246900045,0.070928634,0.256886168,196.133909,0.565149802,0.201557537,0.032079203,0.029686198,0.00834616,0.184680033,-0.562455188,0.115651042,-0.09548732
273,0.107819796,0.012776675,0.300059532,0.300331427,194.513257,-1.620651939,0.19482501,-0.062442402,0.034736368,0.046838982,0.257669529,0.676958211,0.127903646,0.113639653
274,0.108192444,0.057277936,0.137790433,0.149221196,193.9737285,-0.539528534,0.193404924,-0.013125555,0.033198604,-0.01421323,0.151373072,-0.982475796,0.129401042,0.013840115
275,0.10613513,0.102059898,0.120158506,0.157652432,197.149948,3.176219443,0.193851503,0.004207646,0.03644913,0.030626297,0.227710367,0.719246261,0.134570313,0.048704617
276,0.108770609,0.241573388,0.18316202,0.303160069,197.8421557,0.692207776,0.203491483,0.088626693,0.023204281,-0.121768637,0.256843927,0.267844043,0.132356771,-0.02035055
277,0.112354994,0.067533884,0.366644303,0.372812112,197.670584,-0.171571685,0.195812636,-0.068344502,0.028822379,0.050003098,0.229117046,-0.246779254,0.125221354,-0.063507784
278,0.111011028,0.331972092,0.062075587,0.337725996,195.4761812,-2.194402843,0.193474675,-0.02106062,0.041954,0.118291146,0.268361598,0.353519402,0.12421875,-0.009031573
279,0.111641884,0.378079596,0.23022187,0.44265821,198.9677916,3.491610446,0.202624286,0.081954997,0.031853199,-0.09047502,0.268456969,0.000854259,0.126888021,0.023909224
280,0.108879089,0.113659704,0.296006618,0.317077982,197.489247,-1.478544633,0.195143025,-0.068711639,0.021237484,-0.097500033,0.224851273,-0.400496513,0.126770833,-0.001076309
